time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;SyncCompensator_GEN_TSO_FrequencyHz;SyncCompensator_GEN_TSO_ActivePower;SyncCompensator_GEN_TSO_ReactivePower;Main_load_LOAD_TSO_ActivePower;Main_load_LOAD_TSO_ReactivePower;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;SyncCompensator_GEN_FrequencyHz;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.008972000;1.039e+00;6.737e-01;-1.776e-02;6.486e-01;-1.710e-02;1.034e+00;1.049e+00;6.589e-01;2.332e-02;4.999e+01;-7.081e-03;1.787e-02;6.667e-01;-2.068e-09;1.039e+00;6.064e-01;-1.598e-02;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;5.007e+01;5.007e+01
0.009228000;1.040e+00;6.749e-01;-1.441e-02;6.490e-01;-1.386e-02;1.036e+00;1.051e+00;6.591e-01;2.652e-02;4.999e+01;-8.189e-03;1.450e-02;6.667e-01;-1.691e-09;1.040e+00;6.074e-01;-1.297e-02;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;5.007e+01;5.007e+01
0.009356000;1.040e+00;6.754e-01;-1.280e-02;6.491e-01;-1.230e-02;1.037e+00;1.051e+00;6.592e-01;2.806e-02;4.999e+01;-8.717e-03;1.287e-02;6.667e-01;-1.756e-09;1.040e+00;6.078e-01;-1.152e-02;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;5.007e+01;5.007e+01
0.009484000;1.041e+00;6.759e-01;-1.122e-02;6.493e-01;-1.078e-02;1.038e+00;1.052e+00;6.593e-01;2.956e-02;4.999e+01;-9.228e-03;1.129e-02;6.667e-01;-1.842e-09;1.041e+00;6.083e-01;-1.010e-02;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;5.008e+01;5.008e+01
0.010892000;1.046e+00;6.804e-01;3.461e-03;6.508e-01;3.310e-03;1.047e+00;1.058e+00;6.601e-01;4.346e-02;4.999e+01;-1.375e-02;-3.401e-03;6.667e-01;-3.804e-09;1.046e+00;6.124e-01;3.115e-03;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;5.009e+01;5.009e+01
0.011148000;1.046e+00;6.810e-01;5.598e-03;6.510e-01;5.351e-03;1.048e+00;1.059e+00;6.601e-01;4.547e-02;4.999e+01;-1.436e-02;-5.527e-03;6.667e-01;-4.273e-09;1.046e+00;6.129e-01;5.038e-03;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.011404000;1.047e+00;6.816e-01;7.571e-03;6.511e-01;7.233e-03;1.049e+00;1.059e+00;6.602e-01;4.732e-02;4.999e+01;-1.490e-02;-7.488e-03;6.667e-01;-4.739e-09;1.047e+00;6.134e-01;6.814e-03;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.011660000;1.047e+00;6.821e-01;9.381e-03;6.512e-01;8.957e-03;1.050e+00;1.060e+00;6.602e-01;4.901e-02;4.999e+01;-1.539e-02;-9.284e-03;6.667e-01;-5.194e-09;1.047e+00;6.139e-01;8.443e-03;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.011788000;1.048e+00;6.823e-01;1.023e-02;6.513e-01;9.761e-03;1.051e+00;1.060e+00;6.602e-01;4.980e-02;5.000e+01;-1.561e-02;-1.012e-02;6.667e-01;-5.417e-09;1.048e+00;6.140e-01;9.203e-03;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.012172000;1.048e+00;6.828e-01;1.252e-02;6.514e-01;1.194e-02;1.052e+00;1.061e+00;6.602e-01;5.194e-02;5.000e+01;-1.618e-02;-1.240e-02;6.667e-01;-6.071e-09;1.048e+00;6.146e-01;1.127e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.012556000;1.049e+00;6.833e-01;1.446e-02;6.514e-01;1.379e-02;1.053e+00;1.062e+00;6.601e-01;5.375e-02;5.000e+01;-1.663e-02;-1.432e-02;6.667e-01;-6.672e-09;1.049e+00;6.150e-01;1.302e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.013068000;1.050e+00;6.837e-01;1.652e-02;6.514e-01;1.574e-02;1.055e+00;1.063e+00;6.600e-01;5.566e-02;5.000e+01;-1.703e-02;-1.636e-02;6.667e-01;-7.347e-09;1.050e+00;6.153e-01;1.487e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.013452000;1.050e+00;6.839e-01;1.769e-02;6.513e-01;1.685e-02;1.055e+00;1.063e+00;6.599e-01;5.673e-02;5.000e+01;-1.720e-02;-1.751e-02;6.667e-01;-7.732e-09;1.050e+00;6.155e-01;1.592e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.013580000;1.050e+00;6.839e-01;1.801e-02;6.513e-01;1.715e-02;1.055e+00;1.064e+00;6.599e-01;5.702e-02;5.000e+01;-1.723e-02;-1.782e-02;6.667e-01;-7.838e-09;1.050e+00;6.155e-01;1.621e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.013708000;1.050e+00;6.839e-01;1.829e-02;6.513e-01;1.742e-02;1.056e+00;1.064e+00;6.598e-01;5.728e-02;5.000e+01;-1.725e-02;-1.811e-02;6.667e-01;-7.934e-09;1.050e+00;6.155e-01;1.646e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.013836000;1.050e+00;6.839e-01;1.854e-02;6.512e-01;1.766e-02;1.056e+00;1.064e+00;6.598e-01;5.750e-02;5.000e+01;-1.726e-02;-1.835e-02;6.667e-01;-8.020e-09;1.050e+00;6.155e-01;1.669e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.014604000;1.050e+00;6.837e-01;1.938e-02;6.509e-01;1.845e-02;1.056e+00;1.064e+00;6.594e-01;5.825e-02;5.000e+01;-1.708e-02;-1.919e-02;6.667e-01;-8.385e-09;1.050e+00;6.154e-01;1.744e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.010e+01;5.010e+01
0.014732000;1.050e+00;6.837e-01;1.942e-02;6.508e-01;1.848e-02;1.056e+00;1.064e+00;6.593e-01;5.827e-02;5.000e+01;-1.702e-02;-1.922e-02;6.667e-01;-8.426e-09;1.050e+00;6.153e-01;1.748e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.009e+01;5.009e+01
0.014860000;1.050e+00;6.836e-01;1.942e-02;6.508e-01;1.849e-02;1.056e+00;1.064e+00;6.593e-01;5.827e-02;5.000e+01;-1.694e-02;-1.923e-02;6.667e-01;-8.457e-09;1.050e+00;6.152e-01;1.748e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.009e+01;5.009e+01
0.015500000;1.050e+00;6.831e-01;1.905e-02;6.503e-01;1.814e-02;1.056e+00;1.064e+00;6.589e-01;5.788e-02;5.000e+01;-1.643e-02;-1.887e-02;6.667e-01;-8.350e-09;1.050e+00;6.148e-01;1.715e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.009e+01;5.009e+01
0.016140000;1.050e+00;6.824e-01;1.808e-02;6.499e-01;1.722e-02;1.055e+00;1.064e+00;6.584e-01;5.693e-02;5.000e+01;-1.572e-02;-1.791e-02;6.667e-01;-7.619e-09;1.050e+00;6.141e-01;1.627e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.008e+01;5.008e+01
0.016473000;1.050e+00;6.820e-01;1.737e-02;6.496e-01;1.654e-02;1.055e+00;1.063e+00;6.582e-01;5.624e-02;5.000e+01;-1.528e-02;-1.721e-02;6.667e-01;-4.987e-09;1.050e+00;6.138e-01;1.563e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.008e+01;5.008e+01
0.016697000;1.050e+00;6.816e-01;1.681e-02;6.494e-01;1.602e-02;1.055e+00;1.063e+00;6.580e-01;5.571e-02;5.000e+01;-1.496e-02;-1.666e-02;6.667e-01;-3.885e-09;1.050e+00;6.135e-01;1.513e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.008e+01;5.008e+01
0.016825000;1.050e+00;6.814e-01;1.647e-02;6.493e-01;1.569e-02;1.055e+00;1.063e+00;6.579e-01;5.538e-02;5.000e+01;-1.477e-02;-1.633e-02;6.667e-01;-3.516e-09;1.050e+00;6.133e-01;1.482e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.008e+01;5.008e+01
0.016953000;1.049e+00;6.812e-01;1.611e-02;6.491e-01;1.535e-02;1.054e+00;1.063e+00;6.578e-01;5.504e-02;5.000e+01;-1.458e-02;-1.597e-02;6.667e-01;-3.152e-09;1.049e+00;6.131e-01;1.450e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.007e+01;5.007e+01
0.017081000;1.049e+00;6.810e-01;1.574e-02;6.490e-01;1.500e-02;1.054e+00;1.063e+00;6.577e-01;5.468e-02;5.000e+01;-1.438e-02;-1.561e-02;6.667e-01;-2.799e-09;1.049e+00;6.129e-01;1.417e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.007e+01;5.007e+01
0.022119000;1.043e+00;6.712e-01;-4.744e-03;6.436e-01;-4.549e-03;1.042e+00;1.054e+00;6.533e-01;3.504e-02;5.000e+01;-4.573e-03;4.758e-03;6.667e-01;9.154e-10;1.043e+00;6.041e-01;-4.270e-03;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.001e+01;5.001e+01
0.023322000;1.041e+00;6.690e-01;-9.386e-03;6.423e-01;-9.012e-03;1.039e+00;1.053e+00;6.523e-01;3.055e-02;5.000e+01;-2.323e-03;9.413e-03;6.667e-01;4.010e-10;1.041e+00;6.021e-01;-8.447e-03;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.024244000;1.041e+00;6.674e-01;-1.249e-02;6.414e-01;-1.201e-02;1.037e+00;1.051e+00;6.515e-01;2.754e-02;5.000e+01;-7.534e-04;1.254e-02;6.667e-01;-4.535e-11;1.041e+00;6.007e-01;-1.124e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
0.024978000;1.040e+00;6.663e-01;-1.465e-02;6.408e-01;-1.409e-02;1.035e+00;1.050e+00;6.510e-01;2.544e-02;5.000e+01;3.855e-04;1.471e-02;6.667e-01;1.165e-10;1.040e+00;5.997e-01;-1.318e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
0.025106000;1.040e+00;6.661e-01;-1.499e-02;6.406e-01;-1.442e-02;1.035e+00;1.050e+00;6.509e-01;2.510e-02;5.000e+01;5.743e-04;1.506e-02;6.667e-01;2.365e-10;1.040e+00;5.995e-01;-1.349e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
0.025618000;1.039e+00;6.654e-01;-1.627e-02;6.402e-01;-1.566e-02;1.034e+00;1.050e+00;6.505e-01;2.385e-02;5.000e+01;1.292e-03;1.635e-02;6.667e-01;4.993e-10;1.039e+00;5.988e-01;-1.465e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.025874000;1.039e+00;6.650e-01;-1.686e-02;6.400e-01;-1.622e-02;1.034e+00;1.050e+00;6.503e-01;2.327e-02;5.000e+01;1.632e-03;1.695e-02;6.667e-01;6.367e-10;1.039e+00;5.985e-01;-1.517e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.026130000;1.039e+00;6.647e-01;-1.740e-02;6.398e-01;-1.675e-02;1.034e+00;1.049e+00;6.501e-01;2.273e-02;5.000e+01;1.958e-03;1.750e-02;6.667e-01;7.755e-10;1.039e+00;5.982e-01;-1.566e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.026642000;1.039e+00;6.641e-01;-1.838e-02;6.394e-01;-1.770e-02;1.033e+00;1.049e+00;6.498e-01;2.177e-02;5.000e+01;2.569e-03;1.849e-02;6.667e-01;1.050e-09;1.039e+00;5.977e-01;-1.655e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.026898000;1.039e+00;6.638e-01;-1.882e-02;6.392e-01;-1.812e-02;1.033e+00;1.049e+00;6.496e-01;2.134e-02;5.000e+01;2.854e-03;1.893e-02;6.667e-01;1.180e-09;1.039e+00;5.974e-01;-1.693e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.027154000;1.038e+00;6.635e-01;-1.921e-02;6.390e-01;-1.850e-02;1.033e+00;1.049e+00;6.494e-01;2.095e-02;5.000e+01;3.126e-03;1.933e-02;6.667e-01;1.297e-09;1.038e+00;5.972e-01;-1.729e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.027410000;1.038e+00;6.633e-01;-1.957e-02;6.388e-01;-1.885e-02;1.032e+00;1.048e+00;6.493e-01;2.059e-02;5.000e+01;3.384e-03;1.969e-02;6.667e-01;1.399e-09;1.038e+00;5.970e-01;-1.761e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.028178000;1.038e+00;6.626e-01;-2.043e-02;6.383e-01;-1.968e-02;1.032e+00;1.048e+00;6.488e-01;1.972e-02;5.000e+01;4.082e-03;2.056e-02;6.667e-01;1.597e-09;1.038e+00;5.963e-01;-1.839e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.029202000;1.038e+00;6.618e-01;-2.110e-02;6.377e-01;-2.033e-02;1.031e+00;1.048e+00;6.483e-01;1.903e-02;5.000e+01;4.836e-03;2.124e-02;6.667e-01;1.656e-09;1.038e+00;5.956e-01;-1.899e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.029458000;1.038e+00;6.617e-01;-2.119e-02;6.376e-01;-2.042e-02;1.031e+00;1.048e+00;6.481e-01;1.893e-02;5.000e+01;4.994e-03;2.133e-02;6.667e-01;1.634e-09;1.038e+00;5.955e-01;-1.907e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.029970000;1.038e+00;6.614e-01;-2.128e-02;6.373e-01;-2.051e-02;1.031e+00;1.048e+00;6.479e-01;1.882e-02;5.000e+01;5.279e-03;2.143e-02;6.667e-01;1.559e-09;1.038e+00;5.952e-01;-1.915e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.030226000;1.038e+00;6.613e-01;-2.129e-02;6.372e-01;-2.051e-02;1.031e+00;1.048e+00;6.478e-01;1.880e-02;5.000e+01;5.406e-03;2.143e-02;6.667e-01;1.512e-09;1.038e+00;5.951e-01;-1.916e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.033068000;1.038e+00;6.605e-01;-1.988e-02;6.362e-01;-1.915e-02;1.032e+00;1.048e+00;6.467e-01;2.002e-02;5.000e+01;6.198e-03;2.001e-02;6.667e-01;1.073e-09;1.038e+00;5.944e-01;-1.789e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.033324000;1.038e+00;6.604e-01;-1.966e-02;6.361e-01;-1.893e-02;1.032e+00;1.048e+00;6.466e-01;2.023e-02;5.000e+01;6.224e-03;1.978e-02;6.667e-01;1.126e-09;1.038e+00;5.944e-01;-1.769e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.033580000;1.038e+00;6.604e-01;-1.942e-02;6.360e-01;-1.870e-02;1.032e+00;1.049e+00;6.465e-01;2.044e-02;5.000e+01;6.244e-03;1.955e-02;6.667e-01;1.176e-09;1.038e+00;5.944e-01;-1.748e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.034092000;1.038e+00;6.604e-01;-1.892e-02;6.359e-01;-1.822e-02;1.033e+00;1.049e+00;6.464e-01;2.090e-02;5.000e+01;6.271e-03;1.904e-02;6.667e-01;1.247e-09;1.038e+00;5.944e-01;-1.703e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.034348000;1.039e+00;6.604e-01;-1.866e-02;6.359e-01;-1.796e-02;1.033e+00;1.049e+00;6.463e-01;2.114e-02;5.000e+01;6.277e-03;1.878e-02;6.667e-01;1.257e-09;1.039e+00;5.944e-01;-1.679e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.034604000;1.039e+00;6.604e-01;-1.839e-02;6.358e-01;-1.771e-02;1.033e+00;1.049e+00;6.462e-01;2.139e-02;5.000e+01;6.278e-03;1.850e-02;6.667e-01;1.246e-09;1.039e+00;5.944e-01;-1.655e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.036140000;1.039e+00;6.605e-01;-1.671e-02;6.356e-01;-1.608e-02;1.034e+00;1.050e+00;6.459e-01;2.295e-02;5.000e+01;6.211e-03;1.680e-02;6.667e-01;7.927e-10;1.039e+00;5.944e-01;-1.504e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.997e+01;4.997e+01
0.036908000;1.039e+00;6.605e-01;-1.586e-02;6.355e-01;-1.526e-02;1.035e+00;1.050e+00;6.457e-01;2.374e-02;5.000e+01;6.144e-03;1.595e-02;6.667e-01;3.941e-10;1.039e+00;5.945e-01;-1.427e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.037164000;1.040e+00;6.605e-01;-1.558e-02;6.354e-01;-1.499e-02;1.035e+00;1.050e+00;6.457e-01;2.400e-02;5.000e+01;6.118e-03;1.567e-02;6.667e-01;2.368e-10;1.040e+00;5.945e-01;-1.402e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.039316000;1.040e+00;6.608e-01;-1.344e-02;6.352e-01;-1.292e-02;1.036e+00;1.051e+00;6.454e-01;2.601e-02;5.000e+01;5.870e-03;1.350e-02;6.667e-01;-3.508e-09;1.040e+00;5.947e-01;-1.209e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.040308000;1.040e+00;6.609e-01;-1.261e-02;6.352e-01;-1.212e-02;1.037e+00;1.051e+00;6.453e-01;2.678e-02;5.000e+01;5.753e-03;1.267e-02;6.667e-01;-3.167e-09;1.040e+00;5.948e-01;-1.135e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.040564000;1.041e+00;6.609e-01;-1.242e-02;6.352e-01;-1.194e-02;1.037e+00;1.051e+00;6.453e-01;2.696e-02;5.000e+01;5.724e-03;1.248e-02;6.667e-01;-3.036e-09;1.041e+00;5.948e-01;-1.118e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.041332000;1.041e+00;6.610e-01;-1.190e-02;6.352e-01;-1.143e-02;1.037e+00;1.051e+00;6.453e-01;2.745e-02;5.000e+01;5.641e-03;1.195e-02;6.667e-01;-2.574e-09;1.041e+00;5.949e-01;-1.071e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.998e+01;4.998e+01
0.041588000;1.041e+00;6.611e-01;-1.174e-02;6.352e-01;-1.128e-02;1.037e+00;1.052e+00;6.452e-01;2.760e-02;5.000e+01;5.614e-03;1.179e-02;6.667e-01;-2.403e-09;1.041e+00;5.949e-01;-1.057e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
0.042612000;1.041e+00;6.611e-01;-1.120e-02;6.352e-01;-1.076e-02;1.038e+00;1.052e+00;6.452e-01;2.810e-02;5.000e+01;5.518e-03;1.125e-02;6.667e-01;-1.678e-09;1.041e+00;5.950e-01;-1.008e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
0.045684000;1.041e+00;6.614e-01;-1.041e-02;6.352e-01;-9.997e-03;1.038e+00;1.052e+00;6.452e-01;2.885e-02;5.000e+01;5.308e-03;1.045e-02;6.667e-01;-5.800e-10;1.041e+00;5.952e-01;-9.368e-03;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
0.046145000;1.041e+00;6.614e-01;-1.038e-02;6.352e-01;-9.971e-03;1.038e+00;1.052e+00;6.452e-01;2.888e-02;5.000e+01;5.284e-03;1.042e-02;6.667e-01;-4.784e-10;1.041e+00;5.952e-01;-9.343e-03;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
0.052135000;1.041e+00;6.617e-01;-1.118e-02;6.357e-01;-1.074e-02;1.038e+00;1.052e+00;6.457e-01;2.817e-02;5.000e+01;4.986e-03;1.123e-02;6.667e-01;-1.169e-10;1.041e+00;5.955e-01;-1.006e-02;1.000e+01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
0.052596000;1.041e+00;6.617e-01;-1.128e-02;6.357e-01;-1.084e-02;1.038e+00;1.052e+00;6.458e-01;2.809e-02;4.999e+01;4.952e-03;1.133e-02;6.667e-01;-7.456e-11;1.041e+00;5.955e-01;-1.015e-02;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
0.054439000;1.041e+00;6.619e-01;-1.164e-02;6.359e-01;-1.119e-02;1.037e+00;1.052e+00;6.460e-01;2.777e-02;4.999e+01;4.787e-03;1.169e-02;6.667e-01;2.512e-10;1.041e+00;5.957e-01;-1.048e-02;1.000e+01;4.999e+01;6.667e-01;1.044e+00;1.044e+00;4.999e+01;4.999e+01
