time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;InfiniteBus_BUS_NetworkFrequencyPu;NetworkFrequencyPu
0.002884000;1.044e+00;8.379e-01;1.833e-01;8.022e-01;1.755e-01;1.099e+00;1.074e+00;8.002e-01;2.304e-01;1.044e+00;7.541e-01;1.650e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.002892000;1.044e+00;8.379e-01;1.836e-01;8.022e-01;1.758e-01;1.100e+00;1.074e+00;8.002e-01;2.306e-01;1.044e+00;7.541e-01;1.652e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.002948000;1.044e+00;8.380e-01;1.852e-01;8.023e-01;1.774e-01;1.100e+00;1.074e+00;8.002e-01;2.322e-01;1.044e+00;7.542e-01;1.667e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.003012000;1.044e+00;8.381e-01;1.871e-01;8.025e-01;1.791e-01;1.101e+00;1.074e+00;8.003e-01;2.339e-01;1.044e+00;7.543e-01;1.684e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.003140000;1.044e+00;8.384e-01;1.907e-01;8.027e-01;1.826e-01;1.102e+00;1.075e+00;8.003e-01;2.374e-01;1.044e+00;7.546e-01;1.717e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.003524000;1.044e+00;8.392e-01;2.009e-01;8.035e-01;1.924e-01;1.105e+00;1.076e+00;8.005e-01;2.471e-01;1.044e+00;7.553e-01;1.808e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.003780000;1.044e+00;8.397e-01;2.071e-01;8.040e-01;1.983e-01;1.107e+00;1.076e+00;8.007e-01;2.530e-01;1.044e+00;7.557e-01;1.864e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.003908000;1.044e+00;8.399e-01;2.101e-01;8.042e-01;2.011e-01;1.107e+00;1.076e+00;8.007e-01;2.558e-01;1.044e+00;7.559e-01;1.891e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.004036000;1.044e+00;8.402e-01;2.129e-01;8.044e-01;2.039e-01;1.108e+00;1.077e+00;8.008e-01;2.585e-01;1.044e+00;7.562e-01;1.916e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.004164000;1.044e+00;8.404e-01;2.157e-01;8.046e-01;2.065e-01;1.109e+00;1.077e+00;8.009e-01;2.611e-01;1.044e+00;7.564e-01;1.941e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.004292000;1.044e+00;8.406e-01;2.183e-01;8.049e-01;2.091e-01;1.110e+00;1.077e+00;8.009e-01;2.636e-01;1.044e+00;7.566e-01;1.965e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.004420000;1.044e+00;8.409e-01;2.209e-01;8.051e-01;2.115e-01;1.111e+00;1.077e+00;8.010e-01;2.661e-01;1.044e+00;7.568e-01;1.988e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.004548000;1.044e+00;8.411e-01;2.234e-01;8.053e-01;2.139e-01;1.111e+00;1.077e+00;8.011e-01;2.685e-01;1.044e+00;7.570e-01;2.011e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.004676000;1.044e+00;8.413e-01;2.258e-01;8.055e-01;2.162e-01;1.112e+00;1.078e+00;8.011e-01;2.707e-01;1.044e+00;7.572e-01;2.032e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.005120000;1.044e+00;8.420e-01;2.335e-01;8.062e-01;2.236e-01;1.115e+00;1.078e+00;8.014e-01;2.781e-01;1.044e+00;7.578e-01;2.102e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.005248000;1.044e+00;8.422e-01;2.356e-01;8.063e-01;2.256e-01;1.115e+00;1.078e+00;8.015e-01;2.800e-01;1.044e+00;7.580e-01;2.120e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.005376000;1.044e+00;8.424e-01;2.376e-01;8.065e-01;2.275e-01;1.116e+00;1.079e+00;8.015e-01;2.819e-01;1.044e+00;7.581e-01;2.138e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.005990000;1.044e+00;8.432e-01;2.462e-01;8.073e-01;2.357e-01;1.118e+00;1.079e+00;8.019e-01;2.902e-01;1.044e+00;7.589e-01;2.216e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.006221000;1.044e+00;8.435e-01;2.491e-01;8.076e-01;2.385e-01;1.119e+00;1.080e+00;8.020e-01;2.929e-01;1.044e+00;7.592e-01;2.242e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.007142000;1.044e+00;8.446e-01;2.590e-01;8.087e-01;2.480e-01;1.122e+00;1.080e+00;8.025e-01;3.024e-01;1.044e+00;7.601e-01;2.331e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.007373000;1.044e+00;8.449e-01;2.611e-01;8.089e-01;2.500e-01;1.123e+00;1.080e+00;8.026e-01;3.044e-01;1.044e+00;7.604e-01;2.350e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.007603000;1.044e+00;8.451e-01;2.631e-01;8.091e-01;2.519e-01;1.123e+00;1.081e+00;8.027e-01;3.063e-01;1.044e+00;7.606e-01;2.368e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.008064000;1.044e+00;8.455e-01;2.668e-01;8.096e-01;2.554e-01;1.124e+00;1.081e+00;8.030e-01;3.098e-01;1.044e+00;7.610e-01;2.401e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.008986000;1.044e+00;8.464e-01;2.728e-01;8.103e-01;2.612e-01;1.126e+00;1.081e+00;8.034e-01;3.155e-01;1.044e+00;7.617e-01;2.455e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.009216000;1.044e+00;8.465e-01;2.741e-01;8.105e-01;2.624e-01;1.127e+00;1.082e+00;8.035e-01;3.168e-01;1.044e+00;7.619e-01;2.467e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.009907000;1.044e+00;8.471e-01;2.775e-01;8.110e-01;2.657e-01;1.128e+00;1.082e+00;8.038e-01;3.200e-01;1.044e+00;7.624e-01;2.497e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.010598000;1.044e+00;8.475e-01;2.803e-01;8.115e-01;2.684e-01;1.129e+00;1.082e+00;8.041e-01;3.227e-01;1.044e+00;7.628e-01;2.522e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.011059000;1.044e+00;8.478e-01;2.819e-01;8.117e-01;2.699e-01;1.129e+00;1.082e+00;8.043e-01;3.243e-01;1.044e+00;7.630e-01;2.537e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.011453000;1.044e+00;8.480e-01;2.831e-01;8.119e-01;2.711e-01;1.129e+00;1.082e+00;8.044e-01;3.255e-01;1.044e+00;7.632e-01;2.548e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.011481000;1.044e+00;8.481e-01;2.832e-01;8.120e-01;2.711e-01;1.129e+00;1.082e+00;8.044e-01;3.255e-01;1.044e+00;7.632e-01;2.549e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.011577000;1.044e+00;8.481e-01;2.835e-01;8.120e-01;2.714e-01;1.129e+00;1.082e+00;8.045e-01;3.258e-01;1.044e+00;7.633e-01;2.551e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.011705000;1.044e+00;8.482e-01;2.838e-01;8.121e-01;2.717e-01;1.130e+00;1.082e+00;8.045e-01;3.261e-01;1.044e+00;7.634e-01;2.554e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.012217000;1.044e+00;8.484e-01;2.851e-01;8.123e-01;2.730e-01;1.130e+00;1.082e+00;8.047e-01;3.274e-01;1.044e+00;7.636e-01;2.566e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.012473000;1.044e+00;8.486e-01;2.857e-01;8.125e-01;2.735e-01;1.130e+00;1.083e+00;8.048e-01;3.280e-01;1.044e+00;7.637e-01;2.571e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.012985000;1.044e+00;8.488e-01;2.868e-01;8.127e-01;2.746e-01;1.130e+00;1.083e+00;8.049e-01;3.290e-01;1.044e+00;7.639e-01;2.581e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.013241000;1.044e+00;8.489e-01;2.872e-01;8.128e-01;2.750e-01;1.131e+00;1.083e+00;8.050e-01;3.294e-01;1.044e+00;7.640e-01;2.585e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.013753000;1.044e+00;8.491e-01;2.881e-01;8.130e-01;2.758e-01;1.131e+00;1.083e+00;8.052e-01;3.303e-01;1.044e+00;7.642e-01;2.593e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.014009000;1.044e+00;8.492e-01;2.885e-01;8.131e-01;2.762e-01;1.131e+00;1.083e+00;8.052e-01;3.307e-01;1.044e+00;7.643e-01;2.596e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.014982000;1.044e+00;8.495e-01;2.897e-01;8.134e-01;2.774e-01;1.131e+00;1.083e+00;8.055e-01;3.319e-01;1.044e+00;7.646e-01;2.607e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.015442000;1.044e+00;8.497e-01;2.902e-01;8.135e-01;2.778e-01;1.132e+00;1.083e+00;8.056e-01;3.323e-01;1.044e+00;7.647e-01;2.612e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.017746000;1.044e+00;8.502e-01;2.919e-01;8.140e-01;2.794e-01;1.132e+00;1.083e+00;8.060e-01;3.339e-01;1.044e+00;7.652e-01;2.627e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.018207000;1.044e+00;8.503e-01;2.921e-01;8.141e-01;2.796e-01;1.132e+00;1.083e+00;8.060e-01;3.342e-01;1.044e+00;7.652e-01;2.629e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.020511000;1.044e+00;8.505e-01;2.928e-01;8.143e-01;2.804e-01;1.132e+00;1.083e+00;8.062e-01;3.349e-01;1.044e+00;7.655e-01;2.636e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.021433000;1.044e+00;8.506e-01;2.930e-01;8.144e-01;2.806e-01;1.132e+00;1.083e+00;8.063e-01;3.351e-01;1.044e+00;7.655e-01;2.637e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.021894000;1.044e+00;8.506e-01;2.931e-01;8.144e-01;2.806e-01;1.132e+00;1.083e+00;8.063e-01;3.352e-01;1.044e+00;7.655e-01;2.638e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.022354000;1.044e+00;8.506e-01;2.932e-01;8.144e-01;2.807e-01;1.132e+00;1.083e+00;8.063e-01;3.352e-01;1.044e+00;7.655e-01;2.639e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.023276000;1.044e+00;8.506e-01;2.933e-01;8.144e-01;2.808e-01;1.132e+00;1.083e+00;8.063e-01;3.354e-01;1.044e+00;7.655e-01;2.640e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.023737000;1.044e+00;8.506e-01;2.934e-01;8.144e-01;2.809e-01;1.132e+00;1.083e+00;8.062e-01;3.354e-01;1.044e+00;7.655e-01;2.640e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.024658000;1.044e+00;8.505e-01;2.934e-01;8.143e-01;2.810e-01;1.132e+00;1.083e+00;8.062e-01;3.355e-01;1.044e+00;7.655e-01;2.641e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.025580000;1.044e+00;8.504e-01;2.935e-01;8.142e-01;2.810e-01;1.132e+00;1.083e+00;8.061e-01;3.355e-01;1.044e+00;7.654e-01;2.642e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.026041000;1.044e+00;8.504e-01;2.935e-01;8.142e-01;2.811e-01;1.133e+00;1.083e+00;8.061e-01;3.356e-01;1.044e+00;7.654e-01;2.642e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.028621000;1.044e+00;8.501e-01;2.937e-01;8.139e-01;2.812e-01;1.133e+00;1.083e+00;8.058e-01;3.357e-01;1.044e+00;7.651e-01;2.643e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.029451000;1.044e+00;8.499e-01;2.937e-01;8.138e-01;2.812e-01;1.133e+00;1.083e+00;8.056e-01;3.357e-01;1.044e+00;7.649e-01;2.644e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.031939000;1.044e+00;8.494e-01;2.938e-01;8.133e-01;2.813e-01;1.133e+00;1.083e+00;8.052e-01;3.357e-01;1.044e+00;7.645e-01;2.645e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.035257000;1.044e+00;8.486e-01;2.940e-01;8.125e-01;2.815e-01;1.133e+00;1.083e+00;8.044e-01;3.358e-01;1.044e+00;7.637e-01;2.646e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.036916000;1.044e+00;8.481e-01;2.941e-01;8.120e-01;2.816e-01;1.133e+00;1.083e+00;8.039e-01;3.358e-01;1.044e+00;7.633e-01;2.647e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.040576000;1.044e+00;8.468e-01;2.943e-01;8.108e-01;2.818e-01;1.133e+00;1.083e+00;8.027e-01;3.359e-01;1.044e+00;7.622e-01;2.649e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.040832000;1.044e+00;8.468e-01;2.943e-01;8.107e-01;2.818e-01;1.133e+00;1.083e+00;8.027e-01;3.359e-01;1.044e+00;7.621e-01;2.649e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.042112000;1.044e+00;8.463e-01;2.944e-01;8.103e-01;2.819e-01;1.133e+00;1.083e+00;8.022e-01;3.359e-01;1.044e+00;7.616e-01;2.650e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.054160000;1.044e+00;8.415e-01;2.953e-01;8.057e-01;2.828e-01;1.133e+00;1.083e+00;7.978e-01;3.362e-01;1.044e+00;7.574e-01;2.658e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.055160000;1.044e+00;8.412e-01;2.954e-01;8.054e-01;2.828e-01;1.133e+00;1.083e+00;7.974e-01;3.362e-01;1.044e+00;7.571e-01;2.659e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.056160000;1.044e+00;8.408e-01;2.955e-01;8.051e-01;2.829e-01;1.133e+00;1.083e+00;7.971e-01;3.363e-01;1.044e+00;7.568e-01;2.659e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.057160000;1.044e+00;8.405e-01;2.955e-01;8.047e-01;2.830e-01;1.133e+00;1.083e+00;7.968e-01;3.363e-01;1.044e+00;7.564e-01;2.660e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.061160000;1.044e+00;8.392e-01;2.958e-01;8.035e-01;2.832e-01;1.133e+00;1.083e+00;7.956e-01;3.364e-01;1.044e+00;7.553e-01;2.662e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.063160000;1.044e+00;8.387e-01;2.959e-01;8.030e-01;2.833e-01;1.133e+00;1.083e+00;7.951e-01;3.365e-01;1.044e+00;7.548e-01;2.663e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.064160000;1.044e+00;8.385e-01;2.960e-01;8.028e-01;2.834e-01;1.133e+00;1.083e+00;7.948e-01;3.365e-01;1.044e+00;7.546e-01;2.664e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.065160000;1.044e+00;8.382e-01;2.960e-01;8.025e-01;2.834e-01;1.133e+00;1.083e+00;7.946e-01;3.365e-01;1.044e+00;7.544e-01;2.664e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.068160000;1.044e+00;8.376e-01;2.962e-01;8.019e-01;2.836e-01;1.133e+00;1.083e+00;7.940e-01;3.366e-01;1.044e+00;7.538e-01;2.666e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.072160000;1.044e+00;8.369e-01;2.963e-01;8.013e-01;2.837e-01;1.133e+00;1.083e+00;7.934e-01;3.366e-01;1.044e+00;7.532e-01;2.667e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.073160000;1.044e+00;8.368e-01;2.964e-01;8.012e-01;2.838e-01;1.133e+00;1.083e+00;7.933e-01;3.367e-01;1.044e+00;7.531e-01;2.667e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.078160000;1.044e+00;8.364e-01;2.965e-01;8.008e-01;2.839e-01;1.133e+00;1.083e+00;7.929e-01;3.367e-01;1.044e+00;7.527e-01;2.669e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.080160000;1.044e+00;8.363e-01;2.965e-01;8.007e-01;2.839e-01;1.133e+00;1.083e+00;7.928e-01;3.367e-01;1.044e+00;7.526e-01;2.669e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.081160000;1.044e+00;8.362e-01;2.965e-01;8.007e-01;2.839e-01;1.133e+00;1.083e+00;7.928e-01;3.367e-01;1.044e+00;7.526e-01;2.669e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.082160000;1.044e+00;8.362e-01;2.966e-01;8.006e-01;2.839e-01;1.133e+00;1.083e+00;7.927e-01;3.368e-01;1.044e+00;7.526e-01;2.669e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.084160000;1.044e+00;8.362e-01;2.966e-01;8.006e-01;2.840e-01;1.133e+00;1.083e+00;7.927e-01;3.368e-01;1.044e+00;7.526e-01;2.669e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.091160000;1.044e+00;8.364e-01;2.966e-01;8.008e-01;2.839e-01;1.133e+00;1.083e+00;7.929e-01;3.368e-01;1.044e+00;7.527e-01;2.669e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.092160000;1.044e+00;8.364e-01;2.966e-01;8.008e-01;2.839e-01;1.133e+00;1.083e+00;7.929e-01;3.368e-01;1.044e+00;7.528e-01;2.669e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.094160000;1.044e+00;8.366e-01;2.965e-01;8.010e-01;2.839e-01;1.133e+00;1.083e+00;7.930e-01;3.368e-01;1.044e+00;7.529e-01;2.669e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.109160000;1.044e+00;8.377e-01;2.963e-01;8.020e-01;2.837e-01;1.133e+00;1.083e+00;7.941e-01;3.367e-01;1.044e+00;7.539e-01;2.667e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.121160000;1.044e+00;8.384e-01;2.962e-01;8.027e-01;2.836e-01;1.133e+00;1.083e+00;7.948e-01;3.367e-01;1.044e+00;7.546e-01;2.666e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.122160000;1.044e+00;8.384e-01;2.962e-01;8.028e-01;2.836e-01;1.133e+00;1.083e+00;7.948e-01;3.366e-01;1.044e+00;7.546e-01;2.666e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.123160000;1.044e+00;8.385e-01;2.962e-01;8.028e-01;2.836e-01;1.133e+00;1.083e+00;7.949e-01;3.366e-01;1.044e+00;7.546e-01;2.665e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.129160000;1.044e+00;8.387e-01;2.961e-01;8.030e-01;2.835e-01;1.133e+00;1.083e+00;7.950e-01;3.366e-01;1.044e+00;7.548e-01;2.665e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.140160000;1.044e+00;8.387e-01;2.961e-01;8.030e-01;2.835e-01;1.133e+00;1.083e+00;7.951e-01;3.366e-01;1.044e+00;7.549e-01;2.665e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.144160000;1.044e+00;8.387e-01;2.961e-01;8.030e-01;2.835e-01;1.133e+00;1.083e+00;7.951e-01;3.366e-01;1.044e+00;7.548e-01;2.665e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.146160000;1.044e+00;8.387e-01;2.961e-01;8.030e-01;2.835e-01;1.133e+00;1.083e+00;7.950e-01;3.366e-01;1.044e+00;7.548e-01;2.665e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.176160000;1.044e+00;8.379e-01;2.962e-01;8.023e-01;2.836e-01;1.133e+00;1.083e+00;7.944e-01;3.366e-01;1.044e+00;7.541e-01;2.666e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.196160000;1.044e+00;8.376e-01;2.963e-01;8.020e-01;2.837e-01;1.133e+00;1.083e+00;7.941e-01;3.367e-01;1.044e+00;7.539e-01;2.667e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.200160000;1.044e+00;8.376e-01;2.963e-01;8.020e-01;2.837e-01;1.133e+00;1.083e+00;7.940e-01;3.367e-01;1.044e+00;7.539e-01;2.667e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
0.201160000;1.044e+00;8.376e-01;2.963e-01;8.020e-01;2.837e-01;1.133e+00;1.083e+00;7.940e-01;3.367e-01;1.044e+00;7.538e-01;2.667e-01;1.000e+01;8.333e-01;4.705e-01;1.178e+00;5.000e+01;5.000e+01
